"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","213500","Tamatea West","Total","Total","2001",".."
2018,"Statistical Area 2","213500","Tamatea West","Total stated","Total stated","2001","100.0"
2018,"Statistical Area 2","213600","Tamatea North","1","European","1290"," 76.6"
2018,"Statistical Area 2","213600","Tamatea North","2","Maori","555"," 33.0"
2018,"Statistical Area 2","213600","Tamatea North","3","Pacific peoples","72","  4.3"
2018,"Statistical Area 2","213600","Tamatea North","4","Asian","84","  5.0"
2018,"Statistical Area 2","213600","Tamatea North","5","Middle Eastern/Latin American/African","15","  0.9"
2018,"Statistical Area 2","213600","Tamatea North","6","Other ethnicity","18","  1.1"
2018,"Statistical Area 2","213600","Tamatea North","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","213600","Tamatea North","Total","Total","1683",".."
2018,"Statistical Area 2","213600","Tamatea North","Total stated","Total stated","1683","100.0"
2018,"Statistical Area 2","213700","Taradale Central","1","European","2307"," 88.5"
2018,"Statistical Area 2","213700","Taradale Central","2","Maori","282"," 10.8"
2018,"Statistical Area 2","213700","Taradale Central","3","Pacific peoples","36","  1.4"
2018,"Statistical Area 2","213700","Taradale Central","4","Asian","144","  5.5"
2018,"Statistical Area 2","213700","Taradale Central","5","Middle Eastern/Latin American/African","6","  0.2"
2018,"Statistical Area 2","213700","Taradale Central","6","Other ethnicity","24","  0.9"
2018,"Statistical Area 2","213700","Taradale Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","213700","Taradale Central","Total","Total","2607",".."
2018,"Statistical Area 2","213700","Taradale Central","Total stated","Total stated","2607","100.0"
2018,"Statistical Area 2","213800","Tamatea East","1","European","1320"," 76.3"
2018,"Statistical Area 2","213800","Tamatea East","2","Maori","504"," 29.1"
2018,"Statistical Area 2","213800","Tamatea East","3","Pacific peoples","57","  3.3"
2018,"Statistical Area 2","213800","Tamatea East","4","Asian","96","  5.5"
2018,"Statistical Area 2","213800","Tamatea East","5","Middle Eastern/Latin American/African","9","  0.5"
2018,"Statistical Area 2","213800","Tamatea East","6","Other ethnicity","27","  1.6"
2018,"Statistical Area 2","213800","Tamatea East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","213800","Tamatea East","Total","Total","1731",".."
2018,"Statistical Area 2","213800","Tamatea East","Total stated","Total stated","1731","100.0"
2018,"Statistical Area 2","213900","Marewa West","1","European","1515"," 87.4"
2018,"Statistical Area 2","213900","Marewa West","2","Maori","279"," 16.1"
2018,"Statistical Area 2","213900","Marewa West","3","Pacific peoples","33","  1.9"
2018,"Statistical Area 2","213900","Marewa West","4","Asian","87","  5.0"
2018,"Statistical Area 2","213900","Marewa West","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","213900","Marewa West","6","Other ethnicity","24","  1.4"
2018,"Statistical Area 2","213900","Marewa West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","213900","Marewa West","Total","Total","1734",".."
2018,"Statistical Area 2","213900","Marewa West","Total stated","Total stated","1734","100.0"
2018,"Statistical Area 2","214000","Greenmeadows Central","1","European","1323"," 89.8"
2018,"Statistical Area 2","214000","Greenmeadows Central","2","Maori","150"," 10.2"
2018,"Statistical Area 2","214000","Greenmeadows Central","3","Pacific peoples","33","  2.2"
2018,"Statistical Area 2","214000","Greenmeadows Central","4","Asian","102","  6.9"
2018,"Statistical Area 2","214000","Greenmeadows Central","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","214000","Greenmeadows Central","6","Other ethnicity","12","  0.8"
2018,"Statistical Area 2","214000","Greenmeadows Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214000","Greenmeadows Central","Total","Total","1473",".."
2018,"Statistical Area 2","214000","Greenmeadows Central","Total stated","Total stated","1473","100.0"
2018,"Statistical Area 2","214100","Onekawa Central","1","European","1215"," 80.8"
2018,"Statistical Area 2","214100","Onekawa Central","2","Maori","294"," 19.6"
2018,"Statistical Area 2","214100","Onekawa Central","3","Pacific peoples","48","  3.2"
2018,"Statistical Area 2","214100","Onekawa Central","4","Asian","126","  8.4"
2018,"Statistical Area 2","214100","Onekawa Central","5","Middle Eastern/Latin American/African","9","  0.6"
2018,"Statistical Area 2","214100","Onekawa Central","6","Other ethnicity","12","  0.8"
2018,"Statistical Area 2","214100","Onekawa Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214100","Onekawa Central","Total","Total","1503",".."
2018,"Statistical Area 2","214100","Onekawa Central","Total stated","Total stated","1503","100.0"
2018,"Statistical Area 2","214200","Pirimai West","1","European","1353"," 84.0"
2018,"Statistical Area 2","214200","Pirimai West","2","Maori","384"," 23.8"
2018,"Statistical Area 2","214200","Pirimai West","3","Pacific peoples","57","  3.5"
2018,"Statistical Area 2","214200","Pirimai West","4","Asian","60","  3.7"
2018,"Statistical Area 2","214200","Pirimai West","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","214200","Pirimai West","6","Other ethnicity","15","  0.9"
2018,"Statistical Area 2","214200","Pirimai West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214200","Pirimai West","Total","Total","1611",".."
2018,"Statistical Area 2","214200","Pirimai West","Total stated","Total stated","1611","100.0"
2018,"Statistical Area 2","214300","Napier Central","1","European","291"," 69.3"
2018,"Statistical Area 2","214300","Napier Central","2","Maori","99"," 23.6"
2018,"Statistical Area 2","214300","Napier Central","3","Pacific peoples","18","  4.3"
2018,"Statistical Area 2","214300","Napier Central","4","Asian","48"," 11.4"
2018,"Statistical Area 2","214300","Napier Central","5","Middle Eastern/Latin American/African","15","  3.6"
2018,"Statistical Area 2","214300","Napier Central","6","Other ethnicity","3","  0.7"
2018,"Statistical Area 2","214300","Napier Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214300","Napier Central","Total","Total","420",".."
2018,"Statistical Area 2","214300","Napier Central","Total stated","Total stated","420","100.0"
2018,"Statistical Area 2","214400","Greenmeadows South","1","European","1734"," 84.0"
2018,"Statistical Area 2","214400","Greenmeadows South","2","Maori","393"," 19.0"
2018,"Statistical Area 2","214400","Greenmeadows South","3","Pacific peoples","45","  2.2"
2018,"Statistical Area 2","214400","Greenmeadows South","4","Asian","108","  5.2"
2018,"Statistical Area 2","214400","Greenmeadows South","5","Middle Eastern/Latin American/African","3","  0.1"
2018,"Statistical Area 2","214400","Greenmeadows South","6","Other ethnicity","27","  1.3"
2018,"Statistical Area 2","214400","Greenmeadows South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214400","Greenmeadows South","Total","Total","2064",".."
2018,"Statistical Area 2","214400","Greenmeadows South","Total stated","Total stated","2064","100.0"
2018,"Statistical Area 2","214500","Nelson Park","1","European","1842"," 84.5"
2018,"Statistical Area 2","214500","Nelson Park","2","Maori","438"," 20.1"
2018,"Statistical Area 2","214500","Nelson Park","3","Pacific peoples","63","  2.9"
2018,"Statistical Area 2","214500","Nelson Park","4","Asian","99","  4.5"
2018,"Statistical Area 2","214500","Nelson Park","5","Middle Eastern/Latin American/African","33","  1.5"
2018,"Statistical Area 2","214500","Nelson Park","6","Other ethnicity","21","  1.0"
2018,"Statistical Area 2","214500","Nelson Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214500","Nelson Park","Total","Total","2181",".."
2018,"Statistical Area 2","214500","Nelson Park","Total stated","Total stated","2181","100.0"
2018,"Statistical Area 2","214600","Bledisloe Park","1","European","2016"," 86.9"
2018,"Statistical Area 2","214600","Bledisloe Park","2","Maori","366"," 15.8"
2018,"Statistical Area 2","214600","Bledisloe Park","3","Pacific peoples","51","  2.2"
2018,"Statistical Area 2","214600","Bledisloe Park","4","Asian","150","  6.5"
2018,"Statistical Area 2","214600","Bledisloe Park","5","Middle Eastern/Latin American/African","12","  0.5"
2018,"Statistical Area 2","214600","Bledisloe Park","6","Other ethnicity","39","  1.7"
2018,"Statistical Area 2","214600","Bledisloe Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214600","Bledisloe Park","Total","Total","2319",".."
2018,"Statistical Area 2","214600","Bledisloe Park","Total stated","Total stated","2319","100.0"
2018,"Statistical Area 2","214700","Pirimai East","1","European","1779"," 79.4"
2018,"Statistical Area 2","214700","Pirimai East","2","Maori","612"," 27.3"
2018,"Statistical Area 2","214700","Pirimai East","3","Pacific peoples","87","  3.9"
2018,"Statistical Area 2","214700","Pirimai East","4","Asian","129","  5.8"
2018,"Statistical Area 2","214700","Pirimai East","5","Middle Eastern/Latin American/African","15","  0.7"
2018,"Statistical Area 2","214700","Pirimai East","6","Other ethnicity","27","  1.2"
2018,"Statistical Area 2","214700","Pirimai East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214700","Pirimai East","Total","Total","2241",".."
2018,"Statistical Area 2","214700","Pirimai East","Total stated","Total stated","2241","100.0"
2018,"Statistical Area 2","214800","Onekawa East","1","European","1080"," 66.2"
2018,"Statistical Area 2","214800","Onekawa East","2","Maori","633"," 38.8"
2018,"Statistical Area 2","214800","Onekawa East","3","Pacific peoples","153","  9.4"
2018,"Statistical Area 2","214800","Onekawa East","4","Asian","60","  3.7"
2018,"Statistical Area 2","214800","Onekawa East","5","Middle Eastern/Latin American/African","15","  0.9"
2018,"Statistical Area 2","214800","Onekawa East","6","Other ethnicity","27","  1.7"
2018,"Statistical Area 2","214800","Onekawa East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214800","Onekawa East","Total","Total","1632",".."
2018,"Statistical Area 2","214800","Onekawa East","Total stated","Total stated","1632","100.0"
2018,"Statistical Area 2","214900","Tareha Reserve","1","European","2511"," 84.0"
2018,"Statistical Area 2","214900","Tareha Reserve","2","Maori","507"," 17.0"
2018,"Statistical Area 2","214900","Tareha Reserve","3","Pacific peoples","57","  1.9"
2018,"Statistical Area 2","214900","Tareha Reserve","4","Asian","213","  7.1"
2018,"Statistical Area 2","214900","Tareha Reserve","5","Middle Eastern/Latin American/African","21","  0.7"
2018,"Statistical Area 2","214900","Tareha Reserve","6","Other ethnicity","36","  1.2"
2018,"Statistical Area 2","214900","Tareha Reserve","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","214900","Tareha Reserve","Total","Total","2988",".."
2018,"Statistical Area 2","214900","Tareha Reserve","Total stated","Total stated","2988","100.0"
2018,"Statistical Area 2","215000","Marewa East","1","European","2277"," 67.2"
2018,"Statistical Area 2","215000","Marewa East","2","Maori","1416"," 41.8"
2018,"Statistical Area 2","215000","Marewa East","3","Pacific peoples","192","  5.7"
2018,"Statistical Area 2","215000","Marewa East","4","Asian","126","  3.7"
2018,"Statistical Area 2","215000","Marewa East","5","Middle Eastern/Latin American/African","60","  1.8"
2018,"Statistical Area 2","215000","Marewa East","6","Other ethnicity","33","  1.0"
2018,"Statistical Area 2","215000","Marewa East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215000","Marewa East","Total","Total","3387",".."
2018,"Statistical Area 2","215000","Marewa East","Total stated","Total stated","3387","100.0"
2018,"Statistical Area 2","215100","Onekawa South","1","European","2076"," 65.2"
2018,"Statistical Area 2","215100","Onekawa South","2","Maori","1335"," 41.9"
2018,"Statistical Area 2","215100","Onekawa South","3","Pacific peoples","192","  6.0"
2018,"Statistical Area 2","215100","Onekawa South","4","Asian","147","  4.6"
2018,"Statistical Area 2","215100","Onekawa South","5","Middle Eastern/Latin American/African","33","  1.0"
2018,"Statistical Area 2","215100","Onekawa South","6","Other ethnicity","42","  1.3"
2018,"Statistical Area 2","215100","Onekawa South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215100","Onekawa South","Total","Total","3183",".."
2018,"Statistical Area 2","215100","Onekawa South","Total stated","Total stated","3183","100.0"
2018,"Statistical Area 2","215200","McLean Park","1","European","2124"," 83.3"
2018,"Statistical Area 2","215200","McLean Park","2","Maori","570"," 22.4"
2018,"Statistical Area 2","215200","McLean Park","3","Pacific peoples","72","  2.8"
2018,"Statistical Area 2","215200","McLean Park","4","Asian","129","  5.1"
2018,"Statistical Area 2","215200","McLean Park","5","Middle Eastern/Latin American/African","18","  0.7"
2018,"Statistical Area 2","215200","McLean Park","6","Other ethnicity","24","  0.9"
2018,"Statistical Area 2","215200","McLean Park","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215200","McLean Park","Total","Total","2550",".."
2018,"Statistical Area 2","215200","McLean Park","Total stated","Total stated","2550","100.0"
2018,"Statistical Area 2","215300","Maraenui","1","European","1572"," 44.9"
2018,"Statistical Area 2","215300","Maraenui","2","Maori","2061"," 58.8"
2018,"Statistical Area 2","215300","Maraenui","3","Pacific peoples","495"," 14.1"
2018,"Statistical Area 2","215300","Maraenui","4","Asian","96","  2.7"
2018,"Statistical Area 2","215300","Maraenui","5","Middle Eastern/Latin American/African","21","  0.6"
2018,"Statistical Area 2","215300","Maraenui","6","Other ethnicity","21","  0.6"
2018,"Statistical Area 2","215300","Maraenui","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215300","Maraenui","Total","Total","3504",".."
2018,"Statistical Area 2","215300","Maraenui","Total stated","Total stated","3504","100.0"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","1","European","2223"," 87.5"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","2","Maori","366"," 14.4"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","3","Pacific peoples","78","  3.1"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","4","Asian","114","  4.5"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","5","Middle Eastern/Latin American/African","24","  0.9"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","6","Other ethnicity","42","  1.7"
2018,"Statistical Area 2","215400","Meeanee-Awatoto","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215400","Meeanee-Awatoto","Total","Total","2541",".."
2018,"Statistical Area 2","215400","Meeanee-Awatoto","Total stated","Total stated","2541","100.0"
2018,"Statistical Area 2","215500","Mangaonuku","1","European","828"," 87.3"
2018,"Statistical Area 2","215500","Mangaonuku","2","Maori","165"," 17.4"
2018,"Statistical Area 2","215500","Mangaonuku","3","Pacific peoples","30","  3.2"
2018,"Statistical Area 2","215500","Mangaonuku","4","Asian","9","  0.9"
2018,"Statistical Area 2","215500","Mangaonuku","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","215500","Mangaonuku","6","Other ethnicity","12","  1.3"
2018,"Statistical Area 2","215500","Mangaonuku","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215500","Mangaonuku","Total","Total","948",".."
2018,"Statistical Area 2","215500","Mangaonuku","Total stated","Total stated","948","100.0"
2018,"Statistical Area 2","215600","Makaretu","1","European","2019"," 83.1"
2018,"Statistical Area 2","215600","Makaretu","2","Maori","477"," 19.6"
2018,"Statistical Area 2","215600","Makaretu","3","Pacific peoples","63","  2.6"
2018,"Statistical Area 2","215600","Makaretu","4","Asian","138","  5.7"
2018,"Statistical Area 2","215600","Makaretu","5","Middle Eastern/Latin American/African","6","  0.2"
2018,"Statistical Area 2","215600","Makaretu","6","Other ethnicity","18","  0.7"
2018,"Statistical Area 2","215600","Makaretu","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215600","Makaretu","Total","Total","2430",".."
2018,"Statistical Area 2","215600","Makaretu","Total stated","Total stated","2430","100.0"
2018,"Statistical Area 2","215700","Waipawa","1","European","1752"," 84.0"
2018,"Statistical Area 2","215700","Waipawa","2","Maori","528"," 25.3"
2018,"Statistical Area 2","215700","Waipawa","3","Pacific peoples","81","  3.9"
2018,"Statistical Area 2","215700","Waipawa","4","Asian","36","  1.7"
2018,"Statistical Area 2","215700","Waipawa","5","Middle Eastern/Latin American/African","9","  0.4"
2018,"Statistical Area 2","215700","Waipawa","6","Other ethnicity","21","  1.0"
2018,"Statistical Area 2","215700","Waipawa","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215700","Waipawa","Total","Total","2085",".."
2018,"Statistical Area 2","215700","Waipawa","Total stated","Total stated","2085","100.0"
2018,"Statistical Area 2","215800","Waipukurau West","1","European","1971"," 78.3"
2018,"Statistical Area 2","215800","Waipukurau West","2","Maori","747"," 29.7"
2018,"Statistical Area 2","215800","Waipukurau West","3","Pacific peoples","90","  3.6"
2018,"Statistical Area 2","215800","Waipukurau West","4","Asian","63","  2.5"
2018,"Statistical Area 2","215800","Waipukurau West","5","Middle Eastern/Latin American/African","3","  0.1"
2018,"Statistical Area 2","215800","Waipukurau West","6","Other ethnicity","33","  1.3"
2018,"Statistical Area 2","215800","Waipukurau West","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215800","Waipukurau West","Total","Total","2517",".."
2018,"Statistical Area 2","215800","Waipukurau West","Total stated","Total stated","2517","100.0"
2018,"Statistical Area 2","215900","Mangarara","1","European","2055"," 85.6"
2018,"Statistical Area 2","215900","Mangarara","2","Maori","501"," 20.9"
2018,"Statistical Area 2","215900","Mangarara","3","Pacific peoples","45","  1.9"
2018,"Statistical Area 2","215900","Mangarara","4","Asian","24","  1.0"
2018,"Statistical Area 2","215900","Mangarara","5","Middle Eastern/Latin American/African","9","  0.4"
2018,"Statistical Area 2","215900","Mangarara","6","Other ethnicity","45","  1.9"
2018,"Statistical Area 2","215900","Mangarara","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","215900","Mangarara","Total","Total","2400",".."
2018,"Statistical Area 2","215900","Mangarara","Total stated","Total stated","2400","100.0"
2018,"Statistical Area 2","216000","Waipukurau East","1","European","1494"," 79.9"
2018,"Statistical Area 2","216000","Waipukurau East","2","Maori","564"," 30.2"
2018,"Statistical Area 2","216000","Waipukurau East","3","Pacific peoples","48","  2.6"
2018,"Statistical Area 2","216000","Waipukurau East","4","Asian","87","  4.7"
2018,"Statistical Area 2","216000","Waipukurau East","5","Middle Eastern/Latin American/African","9","  0.5"
2018,"Statistical Area 2","216000","Waipukurau East","6","Other ethnicity","9","  0.5"
2018,"Statistical Area 2","216000","Waipukurau East","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216000","Waipukurau East","Total","Total","1869",".."
2018,"Statistical Area 2","216000","Waipukurau East","Total stated","Total stated","1869","100.0"
2018,"Statistical Area 2","216100","Taurekaitai","1","European","1635"," 86.4"
2018,"Statistical Area 2","216100","Taurekaitai","2","Maori","369"," 19.5"
2018,"Statistical Area 2","216100","Taurekaitai","3","Pacific peoples","48","  2.5"
2018,"Statistical Area 2","216100","Taurekaitai","4","Asian","6","  0.3"
2018,"Statistical Area 2","216100","Taurekaitai","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","216100","Taurekaitai","6","Other ethnicity","21","  1.1"
2018,"Statistical Area 2","216100","Taurekaitai","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216100","Taurekaitai","Total","Total","1893",".."
2018,"Statistical Area 2","216100","Taurekaitai","Total stated","Total stated","1893","100.0"
2018,"Statistical Area 2","216200","Port Taranaki","1","European","9","100.0"
2018,"Statistical Area 2","216200","Port Taranaki","2","Maori","C","C"
2018,"Statistical Area 2","216200","Port Taranaki","3","Pacific peoples","C","C"
2018,"Statistical Area 2","216200","Port Taranaki","4","Asian","C","C"
2018,"Statistical Area 2","216200","Port Taranaki","5","Middle Eastern/Latin American/African","C","C"
2018,"Statistical Area 2","216200","Port Taranaki","6","Other ethnicity","C","C"
2018,"Statistical Area 2","216200","Port Taranaki","9","Not elsewhere included","C",".."
2018,"Statistical Area 2","216200","Port Taranaki","Total","Total","9",".."
2018,"Statistical Area 2","216200","Port Taranaki","Total stated","Total stated","9","100.0"
2018,"Statistical Area 2","216300","Spotswood","1","European","2901"," 79.9"
2018,"Statistical Area 2","216300","Spotswood","2","Maori","936"," 25.8"
2018,"Statistical Area 2","216300","Spotswood","3","Pacific peoples","156","  4.3"
2018,"Statistical Area 2","216300","Spotswood","4","Asian","168","  4.6"
2018,"Statistical Area 2","216300","Spotswood","5","Middle Eastern/Latin American/African","39","  1.1"
2018,"Statistical Area 2","216300","Spotswood","6","Other ethnicity","66","  1.8"
2018,"Statistical Area 2","216300","Spotswood","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216300","Spotswood","Total","Total","3633",".."
2018,"Statistical Area 2","216300","Spotswood","Total stated","Total stated","3633","100.0"
2018,"Statistical Area 2","216400","Omata","1","European","891"," 94.9"
2018,"Statistical Area 2","216400","Omata","2","Maori","72","  7.7"
2018,"Statistical Area 2","216400","Omata","3","Pacific peoples","9","  1.0"
2018,"Statistical Area 2","216400","Omata","4","Asian","18","  1.9"
2018,"Statistical Area 2","216400","Omata","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","216400","Omata","6","Other ethnicity","9","  1.0"
2018,"Statistical Area 2","216400","Omata","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216400","Omata","Total","Total","939",".."
2018,"Statistical Area 2","216400","Omata","Total stated","Total stated","939","100.0"
2018,"Statistical Area 2","216500","Oakura","1","European","1443"," 93.8"
2018,"Statistical Area 2","216500","Oakura","2","Maori","159"," 10.3"
2018,"Statistical Area 2","216500","Oakura","3","Pacific peoples","21","  1.4"
2018,"Statistical Area 2","216500","Oakura","4","Asian","21","  1.4"
2018,"Statistical Area 2","216500","Oakura","5","Middle Eastern/Latin American/African","18","  1.2"
2018,"Statistical Area 2","216500","Oakura","6","Other ethnicity","24","  1.6"
2018,"Statistical Area 2","216500","Oakura","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216500","Oakura","Total","Total","1539",".."
2018,"Statistical Area 2","216500","Oakura","Total stated","Total stated","1539","100.0"
2018,"Statistical Area 2","216600","Moturoa","1","European","1524"," 84.2"
2018,"Statistical Area 2","216600","Moturoa","2","Maori","300"," 16.6"
2018,"Statistical Area 2","216600","Moturoa","3","Pacific peoples","54","  3.0"
2018,"Statistical Area 2","216600","Moturoa","4","Asian","102","  5.6"
2018,"Statistical Area 2","216600","Moturoa","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","216600","Moturoa","6","Other ethnicity","12","  0.7"
2018,"Statistical Area 2","216600","Moturoa","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216600","Moturoa","Total","Total","1809",".."
2018,"Statistical Area 2","216600","Moturoa","Total stated","Total stated","1809","100.0"
2018,"Statistical Area 2","216700","Kaitake","1","European","1830"," 94.7"
2018,"Statistical Area 2","216700","Kaitake","2","Maori","267"," 13.8"
2018,"Statistical Area 2","216700","Kaitake","3","Pacific peoples","15","  0.8"
2018,"Statistical Area 2","216700","Kaitake","4","Asian","30","  1.6"
2018,"Statistical Area 2","216700","Kaitake","5","Middle Eastern/Latin American/African","12","  0.6"
2018,"Statistical Area 2","216700","Kaitake","6","Other ethnicity","18","  0.9"
2018,"Statistical Area 2","216700","Kaitake","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216700","Kaitake","Total","Total","1932",".."
2018,"Statistical Area 2","216700","Kaitake","Total stated","Total stated","1932","100.0"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","1","European","2079"," 82.4"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","2","Maori","543"," 21.5"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","3","Pacific peoples","84","  3.3"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","4","Asian","180","  7.1"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","5","Middle Eastern/Latin American/African","6","  0.2"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","6","Other ethnicity","42","  1.7"
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","Total","Total","2523",".."
2018,"Statistical Area 2","216800","Blagdon-Lynmouth","Total stated","Total stated","2523","100.0"
2018,"Statistical Area 2","216900","Kawaroa","1","European","1920"," 82.5"
2018,"Statistical Area 2","216900","Kawaroa","2","Maori","339"," 14.6"
2018,"Statistical Area 2","216900","Kawaroa","3","Pacific peoples","18","  0.8"
2018,"Statistical Area 2","216900","Kawaroa","4","Asian","225","  9.7"
2018,"Statistical Area 2","216900","Kawaroa","5","Middle Eastern/Latin American/African","24","  1.0"
2018,"Statistical Area 2","216900","Kawaroa","6","Other ethnicity","30","  1.3"
2018,"Statistical Area 2","216900","Kawaroa","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","216900","Kawaroa","Total","Total","2328",".."
2018,"Statistical Area 2","216900","Kawaroa","Total stated","Total stated","2328","100.0"
2018,"Statistical Area 2","217000","New Plymouth Central","1","European","849"," 76.5"
2018,"Statistical Area 2","217000","New Plymouth Central","2","Maori","177"," 15.9"
2018,"Statistical Area 2","217000","New Plymouth Central","3","Pacific peoples","6","  0.5"
2018,"Statistical Area 2","217000","New Plymouth Central","4","Asian","162"," 14.6"
2018,"Statistical Area 2","217000","New Plymouth Central","5","Middle Eastern/Latin American/African","21","  1.9"
2018,"Statistical Area 2","217000","New Plymouth Central","6","Other ethnicity","21","  1.9"
2018,"Statistical Area 2","217000","New Plymouth Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217000","New Plymouth Central","Total","Total","1110",".."
2018,"Statistical Area 2","217000","New Plymouth Central","Total stated","Total stated","1110","100.0"
2018,"Statistical Area 2","217100","Marfell","1","European","1206"," 72.4"
2018,"Statistical Area 2","217100","Marfell","2","Maori","651"," 39.1"
2018,"Statistical Area 2","217100","Marfell","3","Pacific peoples","81","  4.9"
2018,"Statistical Area 2","217100","Marfell","4","Asian","57","  3.4"
2018,"Statistical Area 2","217100","Marfell","5","Middle Eastern/Latin American/African","9","  0.5"
2018,"Statistical Area 2","217100","Marfell","6","Other ethnicity","27","  1.6"
2018,"Statistical Area 2","217100","Marfell","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217100","Marfell","Total","Total","1665",".."
2018,"Statistical Area 2","217100","Marfell","Total stated","Total stated","1665","100.0"
2018,"Statistical Area 2","217200","Whalers Gate","1","European","2013"," 88.5"
2018,"Statistical Area 2","217200","Whalers Gate","2","Maori","183","  8.0"
2018,"Statistical Area 2","217200","Whalers Gate","3","Pacific peoples","21","  0.9"
2018,"Statistical Area 2","217200","Whalers Gate","4","Asian","183","  8.0"
2018,"Statistical Area 2","217200","Whalers Gate","5","Middle Eastern/Latin American/African","21","  0.9"
2018,"Statistical Area 2","217200","Whalers Gate","6","Other ethnicity","27","  1.2"
2018,"Statistical Area 2","217200","Whalers Gate","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217200","Whalers Gate","Total","Total","2274",".."
2018,"Statistical Area 2","217200","Whalers Gate","Total stated","Total stated","2274","100.0"
2018,"Statistical Area 2","217300","Strandon","1","European","2244"," 88.5"
2018,"Statistical Area 2","217300","Strandon","2","Maori","294"," 11.6"
2018,"Statistical Area 2","217300","Strandon","3","Pacific peoples","30","  1.2"
2018,"Statistical Area 2","217300","Strandon","4","Asian","168","  6.6"
2018,"Statistical Area 2","217300","Strandon","5","Middle Eastern/Latin American/African","9","  0.4"
2018,"Statistical Area 2","217300","Strandon","6","Other ethnicity","36","  1.4"
2018,"Statistical Area 2","217300","Strandon","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","217300","Strandon","Total","Total","2535",".."
2018,"Statistical Area 2","217300","Strandon","Total stated","Total stated","2535","100.0"
2018,"Statistical Area 2","217400","Westown","1","European","3627"," 82.4"
2018,"Statistical Area 2","217400","Westown","2","Maori","843"," 19.1"
2018,"Statistical Area 2","217400","Westown","3","Pacific peoples","111","  2.5"
2018,"Statistical Area 2","217400","Westown","4","Asian","300","  6.8"
2018,"Statistical Area 2","217400","Westown","5","Middle Eastern/Latin American/African","18","  0.4"
2018,"Statistical Area 2","217400","Westown","6","Other ethnicity","75","  1.7"
